Day,Time,Student,Activity
12,12:14:14,A058,Joined Week 2 lecture oneline
12,12:14:47,A058,Viewed Week 2 lecture slides
12,12:15:08,A103,Joined Week 2 lecture oneline
12,12:15:15,A094,Joined Week 2 lecture oneline
12,12:15:21,A030,Joined Week 2 lecture oneline
12,12:15:27,A077,Viewed Week 2 lecture slides
12,12:15:28,A041,Viewed Week 2 lecture slides
12,12:15:29,A091,Joined Week 2 lecture oneline
12,12:15:34,A061,Joined Week 2 lecture oneline
12,12:15:39,A050,Joined Week 2 lecture oneline
12,12:15:43,A051,Viewed Week 2 lecture slides
12,12:15:45,A051,Viewed Week 2 study materials in Estonian
12,12:15:51,A039,Joined Week 2 lecture oneline
12,12:15:52,A070,Joined Week 2 lecture oneline
12,12:16:14,A062,Joined Week 2 lecture oneline
12,12:16:17,A033,Joined Week 2 lecture oneline
12,12:16:26,A030,Viewed Week 2 study materials in English
12,12:16:28,A041,Joined Week 2 lecture oneline
12,12:16:32,A019,Viewed Week 2 study materials in Estonian
12,12:17:13,A092,Joined Week 2 lecture oneline
12,12:17:31,A066,Joined Week 2 lecture oneline
12,12:18:11,A029,Joined Week 2 lecture oneline
12,12:19:54,A101,Joined Week 2 lecture oneline
12,12:19:55,A085,Joined Week 2 lecture oneline
12,12:20:42,A030,Viewed Week 2 lecture slides
12,12:20:50,A003,Viewed Week 1 study materials in Estonian
12,12:21:14,A056,Viewed Week 2 lecture slides
12,12:22:11,A073,Joined Week 2 lecture oneline
12,12:23:14,A075,Joined Week 2 lecture oneline
12,12:24:22,A015,Viewed Week 1 study materials in English
12,12:24:29,A015,Viewed Week 1 study materials in Estonian
12,12:25:26,A071,Joined Week 2 lecture oneline
12,12:26:46,A064,Viewed Week 2 study materials in Estonian
12,12:27:31,A064,Viewed Week 1 lecture slides
12,12:29:05,A013,Viewed the course information page
12,12:29:21,A072,Viewed Week 2 study materials in Estonian
12,12:29:29,A033,Viewed Week 2 lecture slides
12,12:30:32,A029,Viewed Week 2 lecture slides
12,12:34:14,A064,Viewed Week 2 study materials in Estonian
12,12:34:19,A064,Viewed Week 1 study materials in Estonian
12,12:35:47,A065,Joined Week 2 lecture oneline
12,12:38:01,A065,Viewed the course information page
12,12:42:11,A050,Viewed Week 2 lecture slides
12,12:42:46,A065,Viewed the course information page
12,12:43:26,A065,Viewed Week 1 lecture slides
12,12:43:43,A087,Viewed Week 1 lecture slides
12,12:43:46,A087,Viewed Week 1 study materials in English
12,12:45:10,A065,Viewed Week 1 study materials in Estonian
12,12:45:14,A087,Viewed Week 1 study materials in Estonian
12,12:45:40,A065,Viewed Week 1 study materials in Estonian
12,12:45:42,A065,Viewed Week 1 lecture slides
12,12:48:33,A011,Joined Week 2 lecture oneline
12,12:53:53,A027,Viewed Week 2 lecture slides
12,13:00:31,A006,Viewed Week 1 study materials in Estonian
12,13:04:54,A065,Viewed Week 1 study materials in English
12,13:04:57,A065,Viewed Week 1 study materials in Estonian
12,13:09:25,A003,Viewed Week 2 lecture slides
12,13:29:00,A003,Viewed Week 2 lecture slides
12,13:33:32,A003,Viewed Week 2 study materials in Estonian
12,13:34:27,A005,Viewed Week 2 study materials in Estonian
12,13:38:56,A003,Viewed the course information page
12,13:42:31,A088,Viewed Week 2 study materials in English
12,15:25:02,A067,Watched Week 2 lecture recording
12,15:25:48,A067,Watched Week 2 lecture recording
12,16:23:23,A058,Viewed Week 1 study materials in Estonian
12,17:11:56,A039,Viewed Week 2 study materials in Estonian
12,17:52:26,A039,Viewed the course information page
12,17:52:52,A039,Viewed Week 1 lecture slides
12,17:53:14,A039,Viewed the course information page
12,17:53:55,A039,Viewed Week 1 study materials in Estonian
12,17:59:30,A030,Viewed Week 2 study materials in English
12,19:43:19,A040,Viewed Week 2 lecture slides
12,20:49:36,A045,Watched Week 2 lecture recording
12,20:49:55,A045,Viewed Week 2 lecture slides
13,11:21:41,A067,Watched Week 2 lecture recording
13,13:29:04,A067,Viewed Week 2 study materials in Estonian
13,13:30:18,A067,Watched past years' Week 2 lecture recording
13,15:44:59,A026,Viewed Week 2 lecture slides
13,16:02:42,A080,Viewed the course information page
13,20:29:52,A002,Read a post in the announcements forum
13,20:29:59,A002,Read a post in the announcements forum
13,20:55:13,A025,Viewed Week 2 lecture slides
13,21:53:12,A082,Viewed Week 2 study materials in Estonian
13,21:53:16,A082,Viewed Week 2 study materials in English
14,01:33:46,A016,Viewed the course information page
14,01:34:46,A016,Viewed Week 1 lecture slides
14,01:35:01,A016,Viewed Week 1 study materials in Estonian
14,13:14:15,A080,Watched Week 2 lecture recording
14,13:59:07,A080,Viewed Week 1 study materials in English
14,14:11:11,A048,Read a post in the announcements forum
14,14:11:38,A048,Watched Week 2 lecture recording
14,14:12:56,A010,Viewed the course information page
14,15:17:00,A019,Viewed Week 2 study materials in Estonian
14,15:18:44,A019,Viewed Week 1 lecture slides
14,15:18:55,A019,Viewed Week 1 study materials in Estonian
14,15:59:06,A082,Viewed the course information page
14,16:02:21,A065,Viewed Week 2 study materials in English
14,17:20:01,A008,Watched Week 1 lecture recording
14,17:39:33,A100,Viewed the course information page
14,18:07:58,A008,Watched Week 2 lecture recording
14,18:48:12,A040,Viewed Week 1 study materials in English
14,19:08:31,A066,Viewed Week 2 study materials in Estonian
14,19:52:07,A040,Viewed Week 1 study materials in English
14,19:52:43,A040,Viewed Week 1 study materials in Estonian
14,20:41:20,A056,Viewed Week 2 study materials in English
14,21:15:50,A005,Viewed Week 2 study materials in Estonian
14,21:31:21,A040,Viewed Week 1 lecture slides
14,21:31:26,A040,Viewed Week 2 lecture slides
14,21:58:45,A040,Viewed Week 1 lecture slides
14,23:39:03,A100,Viewed the course information page
14,23:39:15,A095,Viewed Week 2 lecture slides
14,23:57:19,A027,Viewed Week 1 lecture slides
15,00:12:04,A027,Viewed Week 2 lecture slides
15,00:12:31,A027,Viewed Week 2 study materials in English
15,00:26:48,A052,Practiced submitting the homework in Estonian
15,01:37:48,A052,Watched Week 2 lecture recording
15,03:01:03,A052,Viewed Week 2 study materials in Estonian
15,08:44:17,A075,Watched Week 2 lecture recording
15,09:10:36,A031,Viewed Week 2 study materials in Estonian
15,09:15:49,A063,Watched Week 2 lecture recording
15,09:16:03,A061,Viewed Week 2 study materials in English
15,09:16:09,A061,Viewed Week 2 study materials in Estonian
15,09:22:25,A095,Viewed Week 2 study materials in Estonian
15,09:24:28,A030,Viewed Week 2 study materials in English
15,09:30:54,A001,Viewed Week 2 study materials in Estonian
15,10:08:59,A064,Viewed Week 2 study materials in Estonian
15,10:09:08,A018,Viewed Week 2 study materials in Estonian
15,10:12:14,A068,Viewed Week 2 lecture slides
15,10:12:15,A028,Viewed Week 2 lecture slides
15,10:12:20,A028,Viewed Week 2 study materials in Estonian
15,10:12:41,A021,Viewed Week 2 study materials in English
15,10:13:38,A005,Viewed Week 2 study materials in Estonian
15,10:16:32,A019,Viewed Week 2 study materials in Estonian
15,10:17:52,A096,Viewed Week 2 study materials in English
15,10:18:01,A096,Viewed Week 2 study materials in Estonian
15,10:18:03,A096,Viewed Week 2 lecture slides
15,10:18:31,A031,Viewed Week 2 study materials in Estonian
15,10:19:10,A019,Viewed Week 2 study materials in Estonian
15,10:19:39,A066,Viewed Week 2 study materials in Estonian
15,10:19:45,A050,Viewed Week 2 study materials in Estonian
15,10:23:00,A058,Viewed Week 2 lecture slides
15,10:29:27,A094,Viewed Week 2 study materials in Estonian
15,10:29:52,A028,Viewed Week 2 study materials in Estonian
15,10:31:27,A019,Viewed Week 2 lecture slides
15,10:47:50,A058,Viewed Week 2 study materials in Estonian
15,10:52:02,A093,Viewed the course information page
15,10:52:04,A093,Viewed the course information page
15,10:53:15,A019,Viewed Week 2 study materials in Estonian
15,10:53:56,A093,Viewed Week 1 lecture slides
15,10:53:57,A093,Viewed Week 1 study materials in English
15,10:53:58,A064,Viewed the course information page
15,10:54:30,A093,Watched Week 1 lecture recording
15,10:56:30,A021,Viewed the course information page
15,10:56:48,A021,Viewed Week 2 study materials in English
15,11:23:56,A010,Viewed Week 2 study materials in Estonian
15,11:39:09,A082,Viewed Week 2 study materials in English
15,11:41:28,A061,Viewed the course information page
15,11:56:56,A055,Viewed Week 2 lecture slides
15,12:02:24,A014,Watched Week 2 lecture recording
15,12:06:22,A082,Viewed Week 1 study materials in English
15,12:08:23,A014,Viewed Week 2 lecture slides
15,12:08:29,A014,Viewed Week 2 study materials in Estonian
15,12:09:12,A004,Viewed Week 2 study materials in Estonian
15,12:09:15,A034,Viewed Week 2 study materials in Estonian
15,12:12:05,A027,Viewed Week 2 study materials in English
15,12:12:15,A027,Viewed Week 2 lecture slides
15,12:17:49,A061,Viewed Week 2 study materials in English
15,12:17:52,A017,Viewed Week 2 study materials in English
15,12:18:57,A064,Viewed the course information page
15,12:29:29,A088,Viewed the dictionary of terms
15,12:48:20,A002,Watched past years' Week 2 lecture recording
15,12:51:52,A094,Viewed Week 1 study materials in Estonian
15,12:58:15,A002,Watched past years' Week 2 lecture recording
15,12:58:49,A002,Viewed Week 2 lecture slides
15,14:09:31,A035,Viewed Week 2 lecture slides
15,14:10:25,A014,Viewed Week 2 study materials in Estonian
15,14:10:29,A014,Viewed Week 2 study materials in Estonian
15,14:14:14,A003,Viewed Week 2 study materials in Estonian
15,14:15:05,A094,Viewed Week 2 study materials in Estonian
15,14:15:18,A035,Viewed Week 2 study materials in Estonian
15,14:15:18,A029,Viewed Week 2 study materials in Estonian
15,14:17:19,A073,Viewed the course information page
15,14:17:21,A070,Viewed Week 2 study materials in Estonian
15,14:17:56,A024,Viewed Week 2 study materials in Estonian
15,14:18:30,A051,Read a post in the announcements forum
15,14:18:37,A051,Read a post in the announcements forum
15,14:24:40,A088,Viewed Week 2 study materials in Estonian
15,14:24:45,A088,Viewed Week 2 study materials in Estonian
15,14:26:59,A041,Viewed Week 2 study materials in Estonian
15,15:38:39,A088,Viewed Week 2 lecture slides
15,15:50:37,A066,Viewed the course information page
15,15:51:13,A066,Viewed the course information page
15,18:58:27,A009,Viewed the course information page
15,20:27:42,A092,Viewed Week 1 study materials in Estonian
15,20:28:25,A092,Viewed Week 2 study materials in Estonian
15,20:36:06,A037,Viewed Week 2 lecture slides
15,20:38:35,A037,Viewed Week 2 study materials in Estonian
15,21:00:52,A099,Watched Week 2 lecture recording
15,21:24:44,A040,Viewed Week 1 study materials in Estonian
15,21:42:19,A004,Viewed Week 2 study materials in Estonian
15,21:48:12,A004,Watched Week 2 lecture recording
15,21:55:00,A005,Viewed the course information page
15,21:55:33,A005,Viewed the course information page
15,22:17:07,A004,Viewed Week 2 lecture slides
15,23:00:32,A074,Viewed the course information page
15,23:00:47,A054,Viewed Week 2 study materials in English
15,23:39:38,A070,Read a post in the announcements forum
16,08:59:05,A048,Watched Week 2 lecture recording
16,09:07:10,A040,Viewed Week 1 study materials in English
16,09:44:46,A037,Viewed Week 2 study materials in Estonian
16,09:50:06,A048,Watched Week 2 lecture recording
16,10:06:05,A016,Viewed Week 2 study materials in Estonian
16,10:07:19,A047,Viewed Week 1 lecture slides
16,10:07:38,A047,Viewed Week 1 study materials in English
16,10:07:47,A047,Viewed Week 1 study materials in Estonian
16,10:08:00,A047,Viewed Week 2 lecture slides
16,10:08:13,A047,Viewed Week 2 study materials in English
16,10:08:26,A047,Viewed Week 2 study materials in Estonian
16,10:10:59,A015,Viewed Week 2 study materials in Estonian
16,10:11:24,A040,Viewed Week 1 study materials in English
16,10:14:23,A004,Viewed Week 2 study materials in Estonian
16,10:16:39,A044,Viewed Week 2 study materials in Estonian
16,10:18:49,A049,Viewed Week 2 study materials in Estonian
16,10:26:50,A045,Viewed Week 2 study materials in English
16,10:26:51,A045,Viewed Week 2 study materials in Estonian
16,10:27:23,A045,Watched Week 1 lecture recording
16,10:35:12,A097,Viewed Week 2 study materials in Estonian
16,10:41:16,A104,Viewed Week 2 lecture slides
16,10:41:20,A104,Viewed Week 2 study materials in English
16,10:57:37,A048,Watched Week 2 lecture recording
16,11:15:14,A016,Viewed Week 2 study materials in English
16,11:41:48,A067,Viewed Week 2 study materials in Estonian
16,11:45:03,A004,Viewed the course information page
16,11:45:06,A004,Viewed the course information page
16,11:45:40,A004,Viewed the course information page
16,15:46:17,A104,Viewed the course information page
16,15:47:21,A104,Viewed Week 2 lecture slides
16,16:04:15,A019,Viewed Week 2 study materials in Estonian
16,16:08:19,A074,Viewed Week 2 study materials in English
16,16:11:04,A036,Viewed the course information page
16,16:12:56,A036,Read a post in the announcements forum
16,16:13:01,A036,Read a post in the announcements forum
16,17:16:16,A012,Viewed the course information page
16,19:21:36,A030,Read a post in the announcements forum
16,19:21:47,A030,Viewed the course information page
16,22:01:06,A040,Viewed Week 2 lecture slides
16,22:24:02,A040,Viewed Week 1 lecture slides
16,23:13:48,A054,Viewed Week 2 lecture slides
17,12:34:03,A071,Read a post in the announcements forum
17,12:34:10,A071,Read a post in the announcements forum
17,12:34:22,A071,Viewed the course information page
17,12:43:17,A040,Viewed Week 2 lecture slides
17,14:48:15,A104,Viewed Week 2 study materials in English
17,14:48:26,A104,Viewed the course information page
17,15:13:43,A072,Viewed the course information page
17,15:13:57,A072,Viewed Week 1 lecture slides
17,15:14:16,A072,Viewed the course information page
17,15:17:57,A072,Viewed the course information page
17,16:18:04,A101,Viewed the course information page
17,20:46:24,A004,Watched Week 2 lecture recording
17,23:07:38,A041,Read a post in the announcements forum
18,05:58:12,A070,Viewed Week 3 lecture slides
18,05:58:14,A070,Viewed Week 3 study materials in Estonian
18,10:02:49,A004,Read a post in the announcements forum
18,10:22:35,A005,Read a post in the announcements forum
18,10:27:09,A072,Read a post in the announcements forum
18,10:27:50,A072,Viewed Week 2 study materials in Estonian
18,11:10:50,A003,Watched Week 3 lecture recording
18,11:45:52,A092,Watched past years' Week 3 lecture recording
18,11:55:25,A045,Read a post in the announcements forum
18,11:56:46,A045,Watched Week 3 lecture recording
18,12:11:01,A019,Watched past years' Week 3 lecture recording
18,13:32:40,A054,Read a post in the announcements forum
18,13:33:26,A054,Viewed Week 3 lecture slides
18,13:34:04,A054,Viewed Week 2 study materials in Estonian
18,14:19:47,A030,Viewed Week 3 lecture slides
18,14:24:32,A040,Read a post in the announcements forum
18,14:24:51,A040,Read a post in the announcements forum
18,14:33:16,A040,Viewed Week 2 lecture slides
18,14:35:57,A067,Watched Week 3 lecture recording
